fecha_ingreso,hora_ingreso,nro_registro_interno,situacion,origen,es_anonima,tema,subtema,provincia,localidad,dependencia_alta,via_ingreso,derivacion_institucion,derivacion_fecha,derivacion_judicializa,derivacion2_institucion,derivacion2_fecha,derivacion2_judicializa,derivacion3_institucion,derivacion3_fecha,derivacion3_judicializa,denunciante_nacionalidad,denunciante_provincia,denunciante_localidad,denunciante_tipo,denunciante_como_conocio_la_linea,denunciante_genero,denunciante_edad_aparente,provincia_indec_id
2020-04-18,09:36,4505455505,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Tucumán,San Miguel de Tucumán,PNR - Línea 145,Línea 145,Protex,2020-04-18 09:34,No,,,,,,,,Tucumán,San Miguel de Tucumán,Denunciante - ciudadano,Por Recomendación,Hombre,,90
2020-04-18,16:01,5505455505,Emergencia,Ciudadano,No,Trata,Explotación laboral,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Protex,2020-04-18 17:59,No,Gendarmería Nacional Argentina,2020-04-18 17:59,No,,,,,Tucumán,San Miguel de Tucumán,Denunciante - ciudadano,,Hombre,,06
2020-04-18,18:04,6505455505,Urgencia,Institución,No,Trata,Persona desaparecida,Tucumán,San Miguel de Tucumán,PNR - Línea 145,Línea 145,Protex,2020-04-18 17:50,No,PERSONAS EXTRAVIADAS,2020-04-18 17:50,No,,,,,Tucumán,San Miguel de Tucumán,Denunciante - ciudadano,Por Recomendación,Hombre,,90
2020-04-18,22:03,515455505,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,nordelta,PNR - Línea 145,Línea 145,Protex,2020-04-18 21:59,No,,,,,,,,,,,,,,06
2020-04-19,22:23,6515455505,Emergencia,Ciudadano,No,Trata,"Explotación sexual, covid 19",Buenos Aires,La Plata,PNR - Línea 145,Línea 145,Protex,2020-04-19 22:55,Si,,,,,,,Paraguay,Buenos Aires,La Plata,Denunciante - ciudadano,Por publicidad en internet,Mujer,40,06
2020-04-20,11:09,2525455505,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,Mar del Plata,PNR - Línea 145,Línea 145,,,,,,,,,,,,,,,,,06
2020-04-21,09:16,5535455505,Urgencia,Ciudadano,No,Trata,"Explotación sexual, posible captación",Río Negro,San Carlos de Bariloche,PNR - Línea 145,Línea 145,Protex,2020-04-21 09:41,No,,,,,,,Argentina,Buenos Aires,Moreno,Denunciante - ciudadano,Derivado de otro organismo,Hombre,40,62
2020-04-21,11:50,7535455505,Urgencia,Ciudadano,Si,Trata,Explotación laboral,Buenos Aires,Villa Celina,PNR - Línea 145,Línea 145,Protex,2020-04-21 11:49,No,,,,,,,,,,Denunciante - ciudadano,Derivado de otro organismo,Hombre,,06
2020-04-21,15:26,1545455505,Urgencia,Ciudadano,No,Trata,Abuso sexual infantil,Buenos Aires,San Nicolás de Los Arroyos,PNR - Línea 145,Línea 145,Juzgado / Fiscalía,2020-04-22 18:41,Si,,,,,,,Argentina,Mendoza,El Plumerillo,Denunciante - ciudadano,Derivado de otro organismo,Hombre,32,06
2020-04-21,15:47,2545455505,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Tucumán,San Miguel de Tucumán,PNR - Línea 145,Línea 145,Protex,2020-04-21 15:39,No,Min. Seguridad - Personas Extraviadas,2020-04-21 15:39,No,,,,,,,Denunciante - ciudadano,-,Mujer,,90
2020-04-22,02:01,5545455505,Urgencia,Ciudadano,Si,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Guernica,PNR - Línea 145,Línea 145,Protex,2020-04-22 01:45,No,,,,,,,,,,Denunciante - ciudadano,"No sabe, no recuerda",,,06
2020-04-22,09:09,6545455505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2020-04-22 10:19,No,,,,,,,,Buenos Aires,Claypole,Denunciante - ciudadano,,Mujer,,06
2020-04-23,14:51,4555455505,Urgencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",Córdoba,Córdoba,PNR - Línea 145,Línea 145,Protex,2020-04-23 14:48,Si,,,,,,,,,,,,,,14
2020-04-23,20:07,7555455505,Urgencia,Ciudadano,No,Trata,Explotación laboral,Corrientes,Colonia Santa Rosa,PNR - Línea 145,Línea 145,Protex,2020-04-23 19:42,Si,,,,,,,,,,,,,,18
2020-04-23,20:36,8465455505,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,Lomas de Zamora,PNR - Línea 145,Línea 145,Protex,2020-04-23 20:30,Si,,,,,,,,,,Denunciante - ciudadano,"No sabe, no recuerda",Mujer,25,06
2020-04-24,17:43,2565455505,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Córdoba,,PNR - Línea 145,Línea 145,Protex,2020-04-24 17:41,Si,Área Legal del Programa Nacional de Rescate,2020-04-24 17:41,No,,,,Argentina,Córdoba,Córdoba,Denunciante - ciudadano,"No sabe, no recuerda",Hombre,40,14
2020-04-24,18:09,3565455505,Urgencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",,,PNR - Línea 145,Línea 145,Protex,2020-04-24 18:29,No,,,,,,,,Neuquén,Plottier,Denunciante - ciudadano,Por publicidad en internet,Mujer,,
2020-04-24,19:01,4565455505,Urgencia,Ciudadano,Si,Trata,Posible captación,,,PNR - Línea 145,Línea 145,Protex,2020-04-25 08:08,No,,,,,,,,,,Denunciante - ciudadano,Por Recomendación,,,
2020-04-25,10:53,7565455505,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Mendoza,Godoy Cruz,PNR - Línea 145,Línea 145,Protex,2020-04-25 10:46,No,,,,,,,,,,Denunciante - ciudadano,Derivado de otro organismo,Mujer,35,50
2020-04-25,15:16,2575455505,Emergencia,Ciudadano,Si,Trata,Explotación sexual,Jujuy,San Pedro de Jujuy,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2020-04-25 16:08,No,Protex,2020-04-25 16:08,No,,,,,,,Denunciante - ciudadano,,,,38
2020-04-25,17:37,6575455505,Emergencia,Ciudadano,Si,Trata,Explotación sexual,Jujuy,San Pedro de Jujuy,PNR - Línea 145,Línea 145,Protex,2020-04-25 17:41,No,Gendarmería Nacional Argentina,2020-04-25 17:41,No,,,,,,,Denunciante - ciudadano,"No sabe, no recuerda",,,38
2020-04-25,19:35,584555505,Emergencia,Ciudadano,No,Trata,Pedido de ayuda,Salta,Río del Valle,PNR - Línea 145,Línea 145,Comisarías,2020-04-25 21:32,No,,,,,,,,Salta,Río del Valle,Denunciante - ciudadano,"No sabe, no recuerda",Mujer,42,66
2020-04-25,19:43,1584555505,Urgencia,Ciudadano,No,Trata,"Explotación sexual, narcotráfico",Buenos Aires,Villa 31,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2020-04-25 20:06,No,,,,,,,,,,,,,,06
2020-04-25,20:57,2584555505,Emergencia,Ciudadano,No,Trata,Desaparición,Buenos Aires,Quilmes,PNR - Línea 145,Línea 145,Área de Seguimiento del Programa Nacional de Rescate,2020-04-25 21:11,No,Gendarmería Nacional Argentina,2020-04-25 23:06,No,Área Legal del Programa Nacional de Rescate,2020-04-25 23:24,No,,Buenos Aires,Quilmes,Denunciante - ciudadano,,Mujer,,06
2020-04-26,03:38,4584555505,Emergencia,Ciudadano,No,Trata,Otro,Tucumán,Alderetes,PNR - Línea 145,Línea 145,,,,,,,,,,,,,,,,,90
2020-04-26,15:15,6584555505,Urgencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Protex,2020-04-26 13:58,Si,,,,,,,,,,,,,,02
2020-04-26,20:01,8494555505,Urgencia,Ciudadano,Si,Trata,"Explotación laboral niñas, niños y adolescentes",Santa Fe,Josefina,PNR - Línea 145,Línea 145,Protex,2020-04-26 19:59,Si,,,,,,,,,,,,,,82
2020-04-27,11:21,4594555505,Urgencia,Ciudadano,No,Trata,Posible captación,Chubut,Trevelin,PNR - Línea 145,Línea 145,Protex,2020-04-27 14:27,No,,,,,,,,Córdoba,Río Tercero,Denunciante - ciudadano,,Hombre,,26
2020-04-27,14:01,7594555505,Urgencia,Ciudadano,No,Trata,Pornografía infantil,,,PNR - Línea 145,Línea 145,Protex,2020-04-27 14:03,No,,,,,,,,,,Denunciante - ciudadano,,,,
2020-04-27,14:43,8405555505,Urgencia,Ciudadano,No,Trata,Posible captación,Chubut,Trelew,PNR - Línea 145,Correo Institucional,Protex,2020-04-27 14:41,No,,,,,,,,Córdoba,Río Tercero,Denunciante - ciudadano,"No sabe, no recuerda",Hombre,,26
2020-04-28,12:02,9415555505,Urgencia,Ciudadano,No,Trata,Explotación laboral,Buenos Aires,Trenque Lauquen,PNR - Línea 145,Por referencia de otra víctima y de la casa de la provincia de Misiones,Protex,2020-04-28 11:49,No,,,,,,,Argentina,Misiones,,Denunciante - ciudadano,Por Recomendación,Mujer,,06
2020-04-28,13:00,515555505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Entre Ríos,Concordia,PNR - Línea 145,Línea 145,Protex,2020-04-28 12:54,Si,,,,,,,Argentina,Entre Ríos,Concordia,Denunciante - ciudadano,Por Recomendación,Mujer,40,30
2020-04-28,15:07,1515555505,Urgencia,Ciudadano,Si,Trata,Explotación laboral,San Luis,Villa Mercedes,PNR - Línea 145,Línea 145,Protex,2020-04-28 15:36,Si,,,,,,,Argentina,,,Denunciante - ciudadano,Por publicidad en internet,Hombre,22,74
2020-04-28,15:11,2515555505,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Protex,2020-04-28 15:37,Si,,,,,,,,,,Denunciante - ciudadano,"No sabe, no recuerda",Mujer,,06
2020-04-28,16:02,3515555505,Urgencia,Ciudadano,No,Trata,Abuso sexual infantil,Buenos Aires,Tigre,PNR - Línea 145,Línea 145,Comisarías,2020-04-28 19:45,No,,,,,,,,,,Denunciante - ciudadano,google,Hombre,59,06
2020-04-28,17:04,4515555505,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2020-04-28 17:12,Si,,,,,,,,,,Denunciante - ciudadano,Por publicidad en TV,,,06
2020-04-28,17:32,5515555505,Urgencia,Ciudadano,No,Trata,Posible captación,Córdoba,Córdoba,PNR - Línea 145,Línea 145,Protex,2020-04-28 17:55,Si,,,,,,,,Córdoba,Córdoba,Denunciante - ciudadano,Por Recomendación,Hombre,,14
2020-04-28,17:38,6515555505,Emergencia,Institución,No,Trata,Posible captación,Buenos Aires,Almirante Brown,PNR - Línea 145,Línea 145,Protex,2020-04-28 18:47,No,Gendarmería Nacional Argentina,2020-04-28 18:47,No,,,,,,,Denunciante - ciudadano,Derivado de otro organismo,Mujer,,06
2020-04-28,18:03,7515555505,Urgencia,Ciudadano,No,Trata,"Ofrecimiento, posible captación",Buenos Aires,San Vicente,PNR - Línea 145,Línea 145,Protex,2020-04-28 18:19,Si,,,,,,,Argentina,,,Denunciante - ciudadano,Por publicidad en internet,Mujer,20,06
2020-04-28,18:44,9425555505,Emergencia,Institución,No,Trata,Posible captación,Buenos Aires,Almirante Brown,PNR - Línea 145,Correo Institucional,Protex,2020-04-28 18:33,No,Gendarmería Nacional Argentina,2020-04-28 19:25,No,,,,,,,Denunciante - ciudadano,Derivado de otro organismo,Mujer,,06
2020-04-28,22:35,1525555505,Urgencia,Ciudadano,No,Trata,Venta de niños y otros delitos,San Juan,San Juan,PNR - Línea 145,Línea 145,Protex,2020-04-28 22:21,No,,,,,,,Argentina,San Juan,Capital,Denunciante - ciudadano,"No sabe, no recuerda",Hombre,,70
2020-04-29,12:11,5525555505,Urgencia,Ciudadano,No,Trata,"Oferta laboral engañosa, posible captación",Buenos Aires,San Vicente,PNR - Línea 145,Línea 145,Protex,2020-04-29 12:07,Si,,,,,,,Argentina,,,Denunciante - ciudadano,,Mujer,,06
2020-04-29,12:17,6525555505,Emergencia,Institución,No,Trata,Explotación laboral,Corrientes,San Roque,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2020-04-29 13:22,No,,,,,,,,,,Denunciante - ciudadano,Derivado de otro organismo,Hombre,,18
2020-04-29,13:17,7525555505,Urgencia,Ciudadano,No,Trata,Explotación laboral,Buenos Aires,Mar del Plata,PNR - Línea 145,Línea 145,Protex,2020-04-29 14:35,No,,,,,,,Bolivia,,,Denunciante - ciudadano,,Mujer,,06
2020-04-29,17:02,9435555505,Urgencia,Ciudadano,Si,Trata,Abuso sexual infantil,Buenos Aires,Florencio Varela,PNR - Línea 145,Línea 145,Comisarías,2020-04-29 16:58,Si,,,,,,,,,,Denunciante - ciudadano,Por publicidad en internet,Mujer,,06
2020-04-29,19:16,2535555505,Urgencia,Institución,No,Trata,Explotación laboral,Buenos Aires,San Miguel,PNR - Línea 145,Línea 145,Protex,2020-04-29 19:31,Si,,,,,,,Argentina,Santa Fe,Recreo,Denunciante - ciudadano,Por publicidad en internet,Hombre,,06
2020-04-30,13:30,6535555505,Urgencia,Institución,No,Trata,Explotación laboral,Corrientes,San Roque,PNR - Línea 145,Correo Institucional,Protex,2020-04-30 13:24,Si,,,,,,,,,,,,,,18
2020-04-30,14:38,8445555505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2020-06-24 16:39,Si,,,,,,,Argentina,,,Denunciante - ciudadano,Por publicidad en internet,Mujer,,06
2020-04-30,17:28,545555505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Mar del Plata,PNR - Línea 145,Línea 145,Protex,2020-04-30 16:52,Si,,,,,,,Argentina,Buenos Aires,Mar del Plata,Denunciante - ciudadano,"No sabe, no recuerda",Mujer,,06
2020-04-30,18:29,1545555505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Mar del Plata,PNR - Línea 145,Correo Institucional,Protex,2020-04-30 18:23,Si,,,,,,,,,,,,,,06
2020-04-30,23:12,3545555505,Urgencia,Ciudadano,Si,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,Protex,2020-04-30 23:05,No,,,,,,,,,,Denunciante - ciudadano,"No sabe, no recuerda",,,
2020-05-02,13:57,555555505,Urgencia,Ciudadano,Si,Trata,Posible captación,Neuquén,Neuquén,PNR - Línea 145,Línea 145,Protex,2020-05-02 13:52,No,,,,,,,,Neuquén,Neuquén,Denunciante - ciudadano,Por publicidad en internet,Mujer,63,58
2020-05-02,16:26,2555555505,Urgencia,Ciudadano,No,Trata,Narcotráfico,Chaco,Resistencia,PNR - Línea 145,Línea 145,Fiscalía Antidrogas N° 1,2020-05-02 17:54,No,,,,,,,,,,Denunciante - ciudadano,,,,22
2020-05-02,21:09,6555555505,Urgencia,Institución,No,Trata,Reducción a la servidumbre o situaciones análogas,Córdoba,FREIRE,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,Línea 145,Hombre,,14
2020-05-03,17:16,8465555505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,Protex,2020-05-03 17:04,Si,,,,,,,,,,Denunciante - ciudadano,Por publicidad en internet,,,06
2020-05-04,10:28,4565555505,Urgencia,Ciudadano,Si,Trata,Posible captación,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2020-05-04 10:22,No,,,,,,,,Buenos Aires,Buenos Aires,Denunciante - ciudadano,Por publicidad en internet,Mujer,20,06
2020-05-04,17:32,9475555505,Emergencia,Ciudadano,No,Trata,Posible captación,Mendoza,Rodeo de la Cruz,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2020-05-04 21:21,Si,,,,,,,,Misiones,Veinticinco de Mayo,Denunciante - ciudadano,Derivado de otro organismo,Hombre,,50
2020-05-04,19:16,1575555505,Urgencia,Institución,No,Trata,Pornografía infantil,,,PNR - Línea 145,Línea 145,Protex,2020-05-04 19:13,No,,,,,,,,,,Denunciante - ciudadano,"No sabe, no recuerda",Mujer,,
2020-05-04,20:35,2575555505,Emergencia,Ciudadano,Si,Trata,Daños a un niños de 4 años,Neuquén,Neuquén,PNR - Línea 145,Línea 145,Comisarías,2020-05-04 21:53,No,,,,,,,,,,Denunciante - ciudadano,"No sabe, no recuerda",,,58
2020-05-04,22:48,3575555505,Emergencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Palermo,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2020-05-04 23:32,No,,,,,,,Bolivia,,,Denunciante - ciudadano,"No sabe, no recuerda",Mujer,,06
2020-05-05,05:50,4575555505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Morón,PNR - Línea 145,Línea 145,Protex,2020-05-05 06:27,No,,,,,,,,Buenos Aires,Caballito,Denunciante - ciudadano,Por publicidad en internet,Mujer,24,06
2020-05-05,11:18,6575555505,Urgencia,Ciudadano,Si,Trata,"Explotación sexual niñas, niños y adolescentes",Córdoba,,PNR - Línea 145,Línea 145,Protex,2020-05-05 11:14,Si,,,,,,,Argentina,,,Denunciante - ciudadano,"No sabe, no recuerda",Hombre,50,14
2020-05-05,12:12,7575555505,Emergencia,Institución,No,Trata,Explotación laboral,Córdoba,Almafuerte,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2020-05-05 12:59,No,,,,,,,,,,Denunciante - ciudadano,Derivado de otro organismo,Hombre,,14
2020-05-05,15:47,9484655505,Urgencia,Institución,Si,Trata,"Explotación sexual, posible captación",Córdoba,Córdoba,PNR - Línea 145,Línea 145,Protex,2020-05-05 16:18,No,,,,,,,,,,Denunciante - ciudadano,"No sabe, no recuerda",,,14
2020-05-06,08:16,584655505,Emergencia,Ciudadano,Si,Trata,Servidumbre doméstica,Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2020-05-06 08:14,No,,,,,,,,,,Denunciante - ciudadano,"No sabe, no recuerda",,,06
2020-05-06,12:48,3584655505,Urgencia,Ciudadano,Si,Trata,Explotación laboral,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2020-05-06 12:53,No,,,,,,,,,,,,,,02
2020-05-06,19:18,4584655505,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2020-05-06 19:57,No,,,,,,,,,,Denunciante - ciudadano,Por publicidad en internet,Mujer,,02
2020-05-07,12:43,8494655505,Urgencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",Neuquén,Plottier,PNR - Línea 145,Línea 145,Protex,2020-05-07 12:40,Si,,,,,,,,,,Denunciante - ciudadano,,,,58
2020-05-07,15:06,594655505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Villa Centenario,PNR - Línea 145,Línea 145,Protex,2020-06-24 16:40,Si,,,,,,,Argentina,Buenos Aires,Temperley,Denunciante - ciudadano,Por publicidad en internet,Hombre,,06
2020-05-07,17:28,1594655505,Urgencia,Ciudadano,Si,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Villa Luzuriaga,PNR - Línea 145,Línea 145,Protex,2020-05-07 17:29,Si,,,,,,,,,,,,,,06
2020-05-08,13:45,3594655505,Urgencia,Institución,No,Trata,Ofrecimiento,Buenos Aires,Buenos Aires,PNR - Línea 145,Correo Institucional,Protex,2020-05-08 13:42,Si,,,,,,,,,,Denunciante - ciudadano,"No sabe, no recuerda",Hombre,,06
2020-05-08,19:04,4594655505,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,Morón,PNR - Línea 145,Línea 145,Protex,2020-05-08 19:02,No,,,,,,,,,,Denunciante - ciudadano,"No sabe, no recuerda",Mujer,,06
2020-05-10,03:31,3505655505,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Buenos Aires,González Catán,PNR - Línea 145,Línea 145,Comisarías,2020-05-10 03:27,No,,,,,,,,Tierra del Fuego,Río Grande,Denunciante - ciudadano,Derivado de otro organismo,Mujer,,06
2020-05-10,19:08,7505655505,Emergencia,Ciudadano,No,Trata,Ciber acoso,Neuquén,Neuquen,PNR - Línea 145,Línea 145,Protex,2020-05-10 19:08,No,,,,,,,,Neuquén,Neuquén,Denunciante - ciudadano,,,,58
2020-05-10,20:44,8415655505,Urgencia,Ciudadano,No,Trata,Ofrecimiento,Río Negro,,PNR - Línea 145,Línea 145,Protex,2020-05-10 20:44,Si,,,,,,,Argentina,Río Negro,General Roca,Denunciante - ciudadano,Por publicidad en internet,Mujer,20,62
2020-05-10,21:29,9415655505,Urgencia,Ciudadano,No,Trata,"Ofrecimiento, ciber acoso",Neuquén,Neuquén,PNR - Línea 145,Correo Institucional,Protex,2020-05-10 23:15,No,,,,,,,,Neuquén,Neuquén,Denunciante - ciudadano,,,,58
2020-05-10,23:07,515655505,Urgencia,Ciudadano,No,Trata,"Ofrecimiento, ciber acoso",Río Negro,Cipolletti,PNR - Línea 145,Línea 145,Protex,2020-05-10 23:05,No,,,,,,,Argentina,Río Negro,Cipolletti,Denunciante - ciudadano,Por Recomendación,Mujer,30,62
2020-05-11,01:38,1515655505,Urgencia,Ciudadano,No,Trata,"Ofrecimiento, ciber acoso",Río Negro,,PNR - Línea 145,Línea 145,Protex,2020-05-11 01:37,No,,,,,,,Argentina,Neuquén,Neuquén,Denunciante - ciudadano,Por Recomendación,Mujer,19,62
2020-05-11,01:48,2515655505,Urgencia,Ciudadano,No,Trata,"Ofrecimiento, ciber acoso",Neuquén,Neuquén,PNR - Línea 145,Línea 145,Protex,2020-05-11 01:46,No,,,,,,,Argentina,Neuquén,Neuquén,Denunciante - ciudadano,Por Recomendación,Mujer,22,58
2020-05-11,12:14,4515655505,Urgencia,Ciudadano,No,Trata,Posible captación,Neuquén,Neuquén,PNR - Línea 145,Línea 145,Protex,2020-05-11 14:03,No,,,,,,,,,,Denunciante - ciudadano,,,,58
2020-05-11,12:53,5515655505,Emergencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2020-05-11 13:56,No,,,,,,,,,,Denunciante - ciudadano,,Mujer,,06
2020-05-11,13:10,6515655505,Urgencia,Ciudadano,Si,Trata,Posible captación,Córdoba,Córdoba,PNR - Línea 145,Línea 145,Protex,2020-05-11 13:07,No,,,,,,,,Córdoba,Córdoba,Denunciante - ciudadano,Por Recomendación,Mujer,20,14
2020-05-11,15:27,8425655505,Urgencia,Ciudadano,No,Trata,Posible captación,Neuquén,Neuquén,PNR - Línea 145,Línea 145,Protex,2020-05-11 15:23,No,,,,,,,,Neuquén,Neuquén,Denunciante - ciudadano,Por Recomendación,Mujer,18,58
2020-05-11,16:14,9425655505,Urgencia,Ciudadano,No,Trata,Ofrecimiento,Neuquén,Neuquen,PNR - Línea 145,Línea 145,Protex,2020-05-11 16:37,No,,,,,,,,Neuquén,Neuquen,Denunciante - ciudadano,Por Recomendación,Mujer,20,58
2020-05-11,20:01,1525655505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Neuquén,Plottier,PNR - Línea 145,Línea 145,Protex,2020-05-11 19:52,No,,,,,,,,Neuquén,Plottier,Denunciante - ciudadano,"No sabe, no recuerda",Mujer,19,58
2020-05-11,22:33,2525655505,Emergencia,Institución,No,Trata,"Reducción a la servidumbre o situaciones análogas, traslado de personas",Buenos Aires,Dolores,PNR - Línea 145,Línea 145,Prefectura Naval Argentina,2020-05-12 00:45,No,,,,,,,,,,Denunciante - ciudadano,Por publicidad en TV,Mujer,,06
2020-05-12,08:43,4525655505,Urgencia,Ciudadano,No,Trata,Posible captación,Jujuy,Jujuy,PNR - Línea 145,Línea 145,Protex,2020-05-12 08:39,No,,,,,,,,,,Denunciante - ciudadano,Derivado de otro organismo,Mujer,,38
2020-05-12,12:13,6525655505,Urgencia,Ciudadano,No,Trata,Ofrecimiento,Neuquén,Neuquen,PNR - Línea 145,Línea 145,Protex,2020-05-12 12:26,No,,,,,,,,Neuquén,Neuquen,Denunciante - ciudadano,Por Recomendación,Mujer,,58
2020-05-12,15:14,8435655505,Urgencia,Ciudadano,Si,Trata,Publicidad de oferta sexual,Neuquén,Zapala,PNR - Línea 145,Línea 145,Protex,2020-05-12 14:59,No,,,,,,,,Neuquén,Zapala,Denunciante - ciudadano,Por Recomendación,Mujer,24,58
